text,label
don’t say nun ong rn,Predatory
dont type it here ong tbh!!,Predatory
nah i gotta dip 😭 later??,Not Predatory
no1 gotta kno fr 😭 later!,Predatory
bruh u selling bro lowk...,Not Predatory
act normal in chat lol later?,Predatory
bruh stop camping 😭 highk...,Not Predatory
lowk that was fire ong lowk?,Not Predatory
fr that update trash lol tho!!,Not Predatory
stop acting scared highk?,Predatory
this chat dead lowk lol tbh!!,Not Predatory
lowk that was fire lol ngl,Not Predatory
nobody gotta kno 😭 highk,Predatory
nah game bugged tbh??,Not Predatory
promise i won’t tell smh asap!,Predatory
nah i gotta dip fr tbh,Not Predatory
yo drop ur ign ong rn!!,Not Predatory
nah im broke rn idc,Not Predatory
hide this convo lmao,Predatory
who hosting rn ong tbh,Not Predatory
trust me it’s safe 😭 tho?,Predatory
i won’t snitch dw ong ngl??,Predatory
trust me it’s safe smh,Predatory
yo gimme ur snap 💀 rn!,Predatory
anyone tryna play bro lowk,Not Predatory
nah game bugged smh tho!,Not Predatory
nah i gotta dip 😂 lowk??,Not Predatory
yo check discord smh,Not Predatory
this just btwn u n me lmao lowk??,Predatory
lol that meme killed me smh asap,Not Predatory
bruh u funny asf lol...,Not Predatory
who hosting rn tbh!!,Not Predatory
lol that meme killed me asap?,Not Predatory
im down for comp fr??,Not Predatory
this just btwn u n me lol tho??,Predatory
lol that meme killed me smh ngl!!,Not Predatory
lmfao u trash 😭 later!,Not Predatory
we shud link irl smh highk?,Predatory
stop acting scared ong!!,Predatory
this just btwn u n me lol lowk?,Predatory
ggs that was fun lmao ngl...,Not Predatory
stop acting scared 😭 idc??,Predatory
this lobby sweaty af 😭 later!!,Not Predatory
don’t tell no1 💀?,Predatory
lmfao u trash 💀 tho,Not Predatory
this just btwn u n me ong ngl,Predatory
yo lets meet after lmao later!,Predatory
yo check discord 😂 rn!,Not Predatory
yo drop ur ign smh asap...,Not Predatory
dont share this lmao tho??,Predatory
yo lets meet after 😭 tbh,Predatory
lmfao u trash 💀 rn!!,Not Predatory
just us two 😂!!,Predatory
slide me ur addy 😂 lowk,Predatory
nah i lagged smh ngl,Not Predatory
this wifi trash smh rn?,Not Predatory
lowk that was fire smh lowk??,Not Predatory
its chill trust 😭 rn?,Predatory
yo hop on vc smh idc...,Not Predatory
im down for comp lmao tbh,Not Predatory
don’t tell no1 fr tho!!,Predatory
switch to insta smh asap...,Predatory
bruh u selling 😂 idc?,Not Predatory
who online rn smh lowk...,Not Predatory
shh its secret fr ngl...,Predatory
stay quiet abt this ong lowk!!,Predatory
nah i muted u lol ong idc...,Not Predatory
send me a pic rq lol lowk!!,Predatory
bruh u always late fr idc...,Not Predatory
act normal in chat 😭 tbh,Predatory
send it here only lol asap??,Predatory
who online rn bro asap!,Not Predatory
trust me it’s safe highk!!,Predatory
yo gimme ur snap ong highk?,Predatory
nah i’m off rn later!!,Not Predatory
who online rn 😂 ngl??,Not Predatory
dont tell ur friends highk!!,Predatory
bro that clutch insane smh tho!!,Not Predatory
we gotta keep quiet later??,Predatory
shh its secret smh tbh...,Predatory
nah game bugged lol lowk!!,Not Predatory
lowk that was fire 😂 rn...,Not Predatory
send me a pic rq fr later...,Predatory
yo drop ur ign 😂 tho??,Not Predatory
stay quiet abt this lmao ngl!!,Predatory
hide this convo ong lowk!!,Predatory
its chill trust 😭 tbh?,Predatory
yo send link lmao idc!,Not Predatory
dont tell ur friends ong tho?,Predatory
no1 gotta kno fr lol asap,Predatory
trust me it’s safe ong highk!!,Predatory
bruh u selling fr tho?,Not Predatory
nah i cant today 💀 idc!,Not Predatory
bruh u selling 😭 tho!,Not Predatory
don’t tell no1 lol idc!,Predatory
promise i won’t tell,Predatory
nobody else important ong tho,Predatory
yo gimme ur snap lmao lowk!,Predatory
nah im broke rn lmao tbh...,Not Predatory
dont type it here lmao idc!!,Predatory
delete logs later smh rn,Predatory
bruh stop camping 💀!!,Not Predatory
yo gimme ur snap 😭 tbh?,Predatory
dont share this ong idc?,Predatory
u on rn smh ngl!!,Not Predatory
u see that update 😭 asap!!,Not Predatory
bruh stop camping fr highk,Not Predatory
promise i won’t tell 💀 later??,Predatory
trust me it’s safe 😭 tbh?,Predatory
nah im broke rn ong rn...,Not Predatory
this team stacked 😂!!,Not Predatory
this team stacked ong?,Not Predatory
bruh stop camping 💀 lowk,Not Predatory
anyone tryna play 💀 lowk...,Not Predatory
no1 gotta kno fr ong...,Predatory
u on rn ong tho,Not Predatory
just us two lmao later...,Predatory
hide this convo smh...,Predatory
nah game bugged highk??,Not Predatory
nah game bugged smh rn,Not Predatory
who hosting rn 😂 asap??,Not Predatory
nah i cant today ong ngl!!,Not Predatory
that skin clean af 😭 tbh,Not Predatory
hide this convo ong ngl!!,Predatory
trust me u fine ong later,Predatory
bruh u always late 😭 lowk!,Not Predatory
lmfao u trash ong tho!!,Not Predatory
send me a pic rq ong lowk!,Predatory
come thru tmrw ong highk?,Predatory
lowk that was fire smh!!,Not Predatory
nah game bugged smh lowk,Not Predatory
we shud link irl lmao tho!!,Predatory
hide this convo lowk!,Predatory
we gotta keep quiet lmao tbh...,Predatory
shh its secret lmao rn!!,Predatory
yo lets meet after 💀 highk!,Predatory
yo hop on vc lol tbh!,Not Predatory
delete these msgs after idc...,Predatory
just us two lmao ngl??,Predatory
nah i muted u lol lmao later,Not Predatory
anyone got code tho??,Not Predatory
dont ask why 😂 later!!,Predatory
delete logs later 💀 tho,Predatory
lmfao u trash lmao asap,Not Predatory
trust me u fine ong rn!!,Predatory
act normal in chat 😂 tho!!,Predatory
anyone got code fr!,Not Predatory
this wifi trash 😭 ngl!!,Not Predatory
who online rn lol later??,Not Predatory
yo this lobby mid smh rn?,Not Predatory
nah i cant today fr tho,Not Predatory
trust me u fine lmao rn?,Predatory
nah i’m off rn lol?,Not Predatory
this chat dead lowk idc,Not Predatory
bruh stop camping ong rn!!,Not Predatory
promise i won’t tell ong idc,Predatory
nobody else gotta see lol later!!,Predatory
trust me it’s safe 😂 tbh!!,Predatory
no1 gotta kno fr 😂 asap...,Predatory
u see that update smh tho...,Not Predatory
come thru tmrw bro ngl,Predatory
keep this btwn us ong later?,Predatory
yo lets squad lol idc!!,Not Predatory
im down for comp lmao tbh?,Not Predatory
shh its secret fr ngl?,Predatory
send me a pic rq ong later??,Predatory
that skin clean af lmao ngl!,Not Predatory
nah game bugged 💀??,Not Predatory
who online rn lmao lowk...,Not Predatory
bruh u selling lmao lowk!,Not Predatory
shh its secret fr tho,Predatory
nobody gotta kno bro tbh!!,Predatory
don’t tell no1 fr highk!,Predatory
promise i won’t tell smh ngl??,Predatory
yo send link bro tho!!,Not Predatory
ill keep it secret lol tbh?,Predatory
nah im tired ong tbh?,Not Predatory
anyone got hw done fr asap,Not Predatory
nobody gotta kno 😭 ngl,Predatory
nah im tired bro asap!!,Not Predatory
dont tell ur friends 😂 tho,Predatory
move this convo to dms bro rn...,Predatory
nah im tired 😭 ngl!!,Not Predatory
dont share this fr idc...,Predatory
stop acting scared smh idc...,Predatory
ggs that was fun lmao tbh!!,Not Predatory
dont tell ur friends smh highk?,Predatory
fr that update trash 💀??,Not Predatory
hide this convo bro tbh!,Predatory
who online rn 💀 rn!!,Not Predatory
anyone tryna play 💀!,Not Predatory
nah i’m off rn ong rn?,Not Predatory
don’t say nun fr tho?,Predatory
this wifi trash 💀 rn...,Not Predatory
nobody else important 😭...,Predatory
this chat dead lowk fr tbh!!,Not Predatory
lol that meme killed me smh tho?,Not Predatory
shh its secret fr asap,Predatory
nah i gotta dip lmao asap!!,Not Predatory
send me a pic rq lol ngl!,Predatory
fr that update trash 😂 asap!,Not Predatory
its chill trust 💀 later...,Predatory
just us two 😭 ngl!!,Predatory
its chill trust 😂 tho??,Predatory
we shud link irl 💀 idc??,Predatory
this lobby sweaty af fr tbh,Not Predatory
slide me ur addy 😭 asap...,Predatory
bruh u always late later??,Not Predatory
who online rn later?,Not Predatory
dont ask why ong tbh??,Predatory
lmfao u trash bro?,Not Predatory
lmfao u trash lol tho...,Not Predatory
we shud link irl fr lowk!,Predatory
nah i’m off rn bro asap!,Not Predatory
nobody gotta kno lol tho??,Predatory
yo lets squad lmao asap,Not Predatory
anyone tryna play lmao tho!!,Not Predatory
dont type it here lol!!,Predatory
ill keep it secret ong highk!,Predatory
move this convo to dms ong highk??,Predatory
nah i muted u lol bro?,Not Predatory
lol that meme killed me ong asap...,Not Predatory
nah i muted u lol 😂 asap??,Not Predatory
dont type it here lmao tbh!,Predatory
stop acting scared lmao idc,Predatory
anyone got code fr??,Not Predatory
nobody gotta kno fr asap!,Predatory
don’t say nun smh idc!!,Predatory
its chill trust bro ngl!,Predatory
im down for comp 😭 highk!!,Not Predatory
yo queue up 💀 later,Not Predatory
this just btwn u n me ong,Predatory
nah i gotta dip tho??,Not Predatory
we shud link irl lmao asap??,Predatory
i won’t snitch dw fr rn?,Predatory
yo check discord lol asap?,Not Predatory
yo hop on vc 😭 tbh??,Not Predatory
promise i won’t tell 😭 rn!,Predatory
bruh u selling 💀 lowk,Not Predatory
send me a pic rq lmao tho!,Predatory
its chill trust 💀 lowk!!,Predatory
hide this convo tbh??,Predatory
yo invite me 😭!!,Not Predatory
stay quiet abt this lmao tho,Predatory
yo invite me 😂 lowk??,Not Predatory
no1 gotta kno fr lmao,Predatory
nah i gotta dip 💀 later,Not Predatory
this team stacked 😭 lowk??,Not Predatory
send me dm rn ong idc?,Predatory
come thru tmrw 😭 tbh,Predatory
trust me it’s safe lmao later!,Predatory
nah i muted u lol bro later,Not Predatory
yo check discord 😭 later!!,Not Predatory
nah im broke rn smh tbh!,Not Predatory
i won’t snitch dw lmao later!,Predatory
nah game bugged idc,Not Predatory
delete logs later lol rn!!,Predatory
bruh u always late smh lowk!,Not Predatory
we shud link irl 😭 ngl!!,Predatory
yo queue up fr tbh?,Not Predatory
come thru tmrw lmao idc!!,Predatory
nah i gotta dip ong idc!!,Not Predatory
ur parents don’t gotta kno ong asap!!,Predatory
trust me u fine smh!,Predatory
yo lets squad 💀 ngl,Not Predatory
nah game bugged tho,Not Predatory
dont ask why lmao highk...,Predatory
i won’t snitch dw lol asap!!,Predatory
delete logs later lol highk!,Predatory
nah i muted u lol 💀 lowk??,Not Predatory
yo drop ur ign lol later,Not Predatory
this team stacked bro asap??,Not Predatory
bro that clutch insane 😂 tbh??,Not Predatory
ur parents don’t gotta kno lmao asap?,Predatory
stay quiet abt this ngl,Predatory
send me dm rn fr lowk??,Predatory
shh its secret bro rn??,Predatory
delete these msgs after bro asap!,Predatory
its chill trust lmao later...,Predatory
who online rn bro lowk!!,Not Predatory
who online rn 😭 tbh?,Not Predatory
nah game bugged 😭 rn!,Not Predatory
who hosting rn??,Not Predatory
this just btwn u n me bro highk??,Predatory
lowk that was fire ngl...,Not Predatory
trust me it’s safe bro highk!!,Predatory
its chill trust bro later?,Predatory
stop acting scared lmao tbh!!,Predatory
nah i gotta dip lmao highk??,Not Predatory
who hosting rn smh later...,Not Predatory
dont ask why bro later...,Predatory
that skin clean af smh?,Not Predatory
anyone tryna play 😂 ngl!!,Not Predatory
we gotta keep quiet bro later!!,Predatory
yo drop ur ign 😭 asap,Not Predatory
yo check discord lmao later!!,Not Predatory
act normal in chat 💀 lowk!,Predatory
this wifi trash ong tho??,Not Predatory
nah i cant today highk,Not Predatory
just us two ong idc!,Predatory
nah i lagged fr!,Not Predatory
no1 gotta kno fr ong tho!,Predatory
yo check discord lol rn!,Not Predatory
trust me it’s safe rn??,Predatory
dont type it here lol later!!,Predatory
add me private fr!,Predatory
stop acting scared fr tbh...,Predatory
yo invite me 💀 tbh??,Not Predatory
i won’t snitch dw 😂 lowk?,Predatory
stay quiet abt this ong tho??,Predatory
nah i cant today ong rn...,Not Predatory
this chat dead lowk 😭 tho,Not Predatory
lowk that was fire lol rn!,Not Predatory
lowk that was fire 💀 asap?,Not Predatory
yo send link 😭 lowk...,Not Predatory
lowk need food lmao tho!!,Not Predatory
bruh u funny asf 💀 tho?,Not Predatory
no1 gotta kno fr,Predatory
who hosting rn ong highk!!,Not Predatory
its chill trust bro rn...,Predatory
don’t say nun 😭 tho,Predatory
yo invite me ong tbh?,Not Predatory
nobody gotta kno ong tho,Predatory
im down for comp asap!,Not Predatory
slide me ur addy smh asap,Predatory
nah i cant today smh rn!!,Not Predatory
delete logs later 😭 tbh!,Predatory
this just btwn u n me fr tbh!!,Predatory
lowk that was fire lmao lowk!!,Not Predatory
yo hop on vc lowk,Not Predatory
yo this lobby mid lol rn??,Not Predatory
dont tell ur friends 💀?,Predatory
yo queue up highk...,Not Predatory
bruh u funny asf 💀 later...,Not Predatory
parents wont find out 😂!,Predatory
shh its secret 😂 lowk...,Predatory
nobody gotta kno 😂 rn,Predatory
this just btwn u n me lmao lowk!!,Predatory
we shud link irl lmao lowk,Predatory
nah game bugged bro idc...,Not Predatory
ill keep it secret bro?,Predatory
anyone got hw done 😂 lowk,Not Predatory
yo lets squad fr lowk!!,Not Predatory
don’t say nun?,Predatory
stay quiet abt this 😭 lowk!!,Predatory
nah im broke rn 💀 lowk?,Not Predatory
ur parents don’t gotta kno 😂 ngl,Predatory
this just btwn u n me lmao rn!!,Predatory
slide me ur addy 😂 lowk!!,Predatory
parents wont find out 💀 ngl,Predatory
ur parents don’t gotta kno fr rn,Predatory
bro that clutch insane 😂 tbh...,Not Predatory
trust me it’s safe ong rn!,Predatory
who online rn bro highk,Not Predatory
don’t tell no1 smh tho??,Predatory
stay quiet abt this 😂 lowk?,Predatory
dont tell ur friends lmao??,Predatory
nah game bugged smh asap!!,Not Predatory
yo queue up bro lowk,Not Predatory
this chat dead lowk 😭 tho?,Not Predatory
that skin clean af 😭 tbh!,Not Predatory
u see that update bro idc,Not Predatory
dont type it here smh ngl?,Predatory
bro that clutch insane ong highk!!,Not Predatory
no1 gotta kno fr lmao later...,Predatory
bruh stop camping 😂 later!,Not Predatory
lmfao u trash 😂 tbh,Not Predatory
this just btwn u n me lmao asap!,Predatory
no1 gotta kno fr ong tbh,Predatory
this wifi trash fr tho!!,Not Predatory
this lobby sweaty af fr later??,Not Predatory
add me private lmao tbh,Predatory
ggs that was fun ong idc!!,Not Predatory
hide this convo smh tbh!,Predatory
parents wont find out smh idc?,Predatory
nah game bugged 😂 lowk!!,Not Predatory
yo gimme ur snap fr highk!,Predatory
anyone tryna play lmao lowk!,Not Predatory
send me dm rn 💀 rn...,Predatory
nah i cant today 💀 highk?,Not Predatory
who online rn lmao highk?,Not Predatory
trust me it’s safe 😭 lowk...,Predatory
yo lets meet after bro lowk...,Predatory
nah i gotta dip ong asap!!,Not Predatory
fr that update trash bro lowk?,Not Predatory
lmfao u trash fr later!,Not Predatory
this team stacked smh asap,Not Predatory
slide me ur addy lol tho?,Predatory
dont ask why idc?,Predatory
we shud link irl smh asap?,Predatory
yo gimme ur snap lol tho??,Predatory
bruh u always late fr tbh...,Not Predatory
this wifi trash ong asap?,Not Predatory
we shud link irl smh highk!!,Predatory
yo send link 💀 later??,Not Predatory
act normal in chat lowk...,Predatory
yo drop ur ign ong later!,Not Predatory
dont type it here ong asap?,Predatory
keep this btwn us lmao later!,Predatory
ill keep it secret 💀 ngl...,Predatory
u on rn bro tho??,Not Predatory
nobody else important 😂 later?,Predatory
bruh u selling ong lowk??,Not Predatory
dont type it here bro ngl!!,Predatory
who hosting rn bro ngl...,Not Predatory
im down for comp 😭 lowk?,Not Predatory
this team stacked 💀!,Not Predatory
don’t say nun ong lowk!!,Predatory
nah i lagged 😭 asap!!,Not Predatory
yo hop on vc lmao lowk!,Not Predatory
anyone tryna play lowk!!,Not Predatory
this chat dead lowk bro highk!,Not Predatory
yo this lobby mid ong asap...,Not Predatory
act normal in chat 💀 tbh?,Predatory
trust me it’s safe bro rn,Predatory
lol that meme killed me 😂 idc!!,Not Predatory
don’t say nun fr highk!,Predatory
stay quiet abt this tho??,Predatory
add me private 😂 tbh??,Predatory
i won’t snitch dw smh tho,Predatory
this team stacked 💀 ngl??,Not Predatory
nah i cant today bro ngl??,Not Predatory
yo check discord 😂 tbh!!,Not Predatory
that skin clean af lmao rn,Not Predatory
nah i’m off rn fr ngl?,Not Predatory
nobody else important lmao tbh!!,Predatory
dont share this 😭...,Predatory
come thru tmrw ong later!!,Predatory
nobody gotta kno smh tbh,Predatory
bruh u funny asf smh??,Not Predatory
im down for comp bro idc...,Not Predatory
nah game bugged 💀!,Not Predatory
act normal in chat lmao highk...,Predatory
yo queue up bro highk!!,Not Predatory
lowk need food lmao later,Not Predatory
nobody gotta kno 💀 highk??,Predatory
we gotta keep quiet 😭 lowk...,Predatory
yo this lobby mid ong idc??,Not Predatory
trust me it’s safe lol highk...,Predatory
add me private highk!!,Predatory
add me private 😂 highk!!,Predatory
ur parents don’t gotta kno lmao asap,Predatory
nah i gotta dip lmao highk,Not Predatory
nobody else important 💀 tbh...,Predatory
bruh u funny asf lmao rn!,Not Predatory
yo lets meet after ong asap!,Predatory
yo queue up 💀 lowk?,Not Predatory
don’t say nun lol idc?,Predatory
that skin clean af asap??,Not Predatory
nah i’m off rn fr lowk!,Not Predatory
stay quiet abt this lol??,Predatory
dont tell ur friends,Predatory
bruh stop camping tbh?,Not Predatory
yo this lobby mid fr!,Not Predatory
this team stacked smh rn,Not Predatory
nah i cant today lmao highk,Not Predatory
lowk that was fire 😂 lowk!,Not Predatory
trust me u fine 😭 idc??,Predatory
hide this convo lmao rn,Predatory
nobody else gotta see fr lowk??,Predatory
lmfao u trash fr rn!!,Not Predatory
yo gimme ur snap fr ngl!,Predatory
bro that clutch insane lmao!!,Not Predatory
we shud link irl lol lowk??,Predatory
nah im broke rn 😭 later!!,Not Predatory
nah im tired bro!,Not Predatory
nah i lagged 😂 asap??,Not Predatory
yo drop ur ign fr tho,Not Predatory
trust me u fine lmao lowk!,Predatory
send me dm rn 💀 ngl!,Predatory
yo lets meet after 😭 later!!,Predatory
yo hop on vc rn!!,Not Predatory
nobody else important ong tho...,Predatory
u see that update lmao ngl,Not Predatory
u on rn 😭 highk...,Not Predatory
nobody else gotta see smh ngl...,Predatory
yo hop on vc lmao highk,Not Predatory
nah i cant today fr tho?,Not Predatory
stay quiet abt this lmao asap??,Predatory
lowk that was fire bro ngl?,Not Predatory
nah im broke rn lmao lowk,Not Predatory
lowk need food lol lowk,Not Predatory
delete logs later 💀 idc,Predatory
im down for comp 💀 highk...,Not Predatory
trust me it’s safe 😭 tbh...,Predatory
u on rn ong idc!,Not Predatory
ur parents don’t gotta kno lol ngl?,Predatory
who online rn 💀 rn?,Not Predatory
yo hop on vc lmao rn!,Not Predatory
this lobby sweaty af!!,Not Predatory
who online rn ong lowk??,Not Predatory
ill keep it secret lol lowk?,Predatory
bruh u always late rn??,Not Predatory
add me private 😂 rn!,Predatory
bruh stop camping lol...,Not Predatory
dont share this 💀 tho!,Predatory
dont type it here bro asap,Predatory
ggs that was fun asap,Not Predatory
bruh u always late ong later?,Not Predatory
stop acting scared 😭!,Predatory
this lobby sweaty af smh tbh!,Not Predatory
just us two 😭 later...,Predatory
trust me it’s safe 😭 highk,Predatory
anyone got code 😭!,Not Predatory
switch to insta lol ngl?,Predatory
send me dm rn lmao idc...,Predatory
send me dm rn bro tho,Predatory
yo hop on vc rn!,Not Predatory
ill keep it secret 😂...,Predatory
stop acting scared rn!!,Predatory
delete these msgs after ong lowk...,Predatory
nah im tired lol!,Not Predatory
send me a pic rq ong tho?,Predatory
yo invite me lowk!!,Not Predatory
anyone got hw done later,Not Predatory
nah i lagged fr rn!!,Not Predatory
fr that update trash smh,Not Predatory
yo invite me 😂 tbh!!,Not Predatory
dont share this 😂 tbh!,Predatory
i won’t snitch dw fr highk!!,Predatory
yo check discord 💀 ngl!,Not Predatory
this lobby sweaty af 😭 tho,Not Predatory
dont tell ur friends 😂 ngl??,Predatory
delete logs later smh idc,Predatory
bruh stop camping 😭 asap??,Not Predatory
yo check discord ong...,Not Predatory
its chill trust ong tbh??,Predatory
yo drop ur ign 😂 lowk!!,Not Predatory
delete these msgs after later,Predatory
anyone tryna play bro highk!!,Not Predatory
lol that meme killed me 😂 highk!!,Not Predatory
anyone got hw done fr highk!,Not Predatory
im down for comp lol tbh??,Not Predatory
just us two 😂 idc,Predatory
lowk that was fire fr lowk!,Not Predatory
slide me ur addy smh tho,Predatory
trust me it’s safe 💀 later,Predatory
act normal in chat 💀 lowk!!,Predatory
send me a pic rq 😭 lowk...,Predatory
anyone got code ngl??,Not Predatory
stay quiet abt this lmao lowk!!,Predatory
lowk that was fire ong highk!!,Not Predatory
yo drop ur ign highk!,Not Predatory
dont share this fr highk!,Predatory
lmfao u trash 😭 tbh?,Not Predatory
i won’t snitch dw lol lowk!,Predatory
yo this lobby mid lol tho?,Not Predatory
i won’t snitch dw lmao tbh...,Predatory
lol that meme killed me smh ngl!,Not Predatory
who online rn asap?,Not Predatory
nah i muted u lol lmao!,Not Predatory
this team stacked smh ngl...,Not Predatory
act normal in chat 😂 rn!,Predatory
yo hop on vc lmao!,Not Predatory
send it here only lmao??,Predatory
delete logs later 😂 ngl,Predatory
we gotta keep quiet ngl,Predatory
trust me u fine lol tbh...,Predatory
yo send link fr ngl,Not Predatory
come thru tmrw lmao ngl,Predatory
dont tell ur friends lmao highk!!,Predatory
yo gimme ur snap fr idc!,Predatory
send me a pic rq 💀 highk!!,Predatory
trust me u fine lmao later,Predatory
switch to insta smh idc...,Predatory
yo gimme ur snap ong tbh!,Predatory
yo hop on vc highk,Not Predatory
stay quiet abt this 😭 idc,Predatory
bruh stop camping 💀 rn?,Not Predatory
anyone got hw done lmao rn?,Not Predatory
yo hop on vc ong rn,Not Predatory
shh its secret lowk!,Predatory
nah i lagged ong later??,Not Predatory
dont ask why asap...,Predatory
stop acting scared ong lowk??,Predatory
hide this convo lol lowk!,Predatory
trust me u fine smh idc??,Predatory
switch to insta lol ngl,Predatory
nah i lagged 😂 idc!!,Not Predatory
bruh stop camping ong rn!,Not Predatory
that skin clean af ong ngl??,Not Predatory
switch to insta 💀 ngl...,Predatory
delete logs later fr tbh?,Predatory
hide this convo fr lowk!!,Predatory
bruh u funny asf 😭 ngl?,Not Predatory
anyone got code bro ngl??,Not Predatory
keep this btwn us!,Predatory
yo lets squad 💀 tbh...,Not Predatory
keep this btwn us lowk!!,Predatory
trust me it’s safe bro tho!,Predatory
this chat dead lowk fr later!,Not Predatory
trust me it’s safe lowk?,Predatory
anyone tryna play bro...,Not Predatory
yo hop on vc bro idc!,Not Predatory
yo lets meet after smh lowk??,Predatory
nah i lagged fr highk!!,Not Predatory
nah i lagged fr?,Not Predatory
im down for comp lmao rn??,Not Predatory
yo lets meet after fr asap!,Predatory
nah i cant today lmao lowk!!,Not Predatory
who online rn smh later!!,Not Predatory
anyone got hw done ong asap!!,Not Predatory
anyone got code 😂 ngl,Not Predatory
ur parents don’t gotta kno 😂 highk...,Predatory
yo check discord 😂 ngl!,Not Predatory
come thru tmrw fr tho...,Predatory
nah im broke rn ong ngl...,Not Predatory
lol that meme killed me bro lowk!,Not Predatory
that skin clean af ong highk??,Not Predatory
this lobby sweaty af smh tho,Not Predatory
yo lets squad lol asap,Not Predatory
bro that clutch insane lol tbh?,Not Predatory
anyone tryna play ong rn,Not Predatory
bruh u always late 😂 idc...,Not Predatory
im down for comp tho??,Not Predatory
this wifi trash 😂 asap?,Not Predatory
this team stacked bro ngl??,Not Predatory
nobody gotta kno lmao rn??,Predatory
ur parents don’t gotta kno 😂 idc!!,Predatory
trust me it’s safe smh highk!,Predatory
this team stacked highk??,Not Predatory
ur parents don’t gotta kno 😭 asap??,Predatory
slide me ur addy 😭 tbh!,Predatory
parents wont find out rn!!,Predatory
nah i’m off rn 😭 asap!,Not Predatory
ur parents don’t gotta kno ong later??,Predatory
move this convo to dms fr rn...,Predatory
lowk need food bro idc!!,Not Predatory
bro that clutch insane bro later!!,Not Predatory
lowk need food ong highk,Not Predatory
nobody else gotta see lmao!!,Predatory
nobody else important 💀 later!,Predatory
yo lets meet after 💀 rn??,Predatory
dont share this rn!,Predatory
its chill trust bro rn??,Predatory
we shud link irl ong idc??,Predatory
dont share this lol tbh!!,Predatory
who online rn 😂 ngl!,Not Predatory
trust me it’s safe fr rn??,Predatory
send me dm rn 😭 tbh!!,Predatory
don’t say nun lol highk??,Predatory
send me dm rn fr lowk?,Predatory
stop acting scared bro tbh?,Predatory
don’t say nun bro ngl,Predatory
nah game bugged lmao later...,Not Predatory
yo queue up lmao tho!,Not Predatory
don’t tell no1 bro ngl?,Predatory
anyone got hw done 💀 highk??,Not Predatory
bro that clutch insane lol idc??,Not Predatory
yo check discord lol later!!,Not Predatory
bruh u selling smh rn?,Not Predatory
nah i lagged smh tbh??,Not Predatory
nah game bugged ong highk!,Not Predatory
hide this convo 💀 tho!,Predatory
who online rn lol later!,Not Predatory
nobody else important fr highk??,Predatory
bro that clutch insane tho!!,Not Predatory
this just btwn u n me lmao tho??,Predatory
stay quiet abt this fr lowk??,Predatory
trust me it’s safe 😂!!,Predatory
hide this convo fr lowk??,Predatory
yo gimme ur snap lol ngl!,Predatory
keep this btwn us smh ngl,Predatory
come thru tmrw 💀 idc?,Predatory
dont share this bro tho??,Predatory
hide this convo ong asap!!,Predatory
nah i gotta dip lol tbh...,Not Predatory
bruh u always late lol tho...,Not Predatory
lowk need food 😂 idc!,Not Predatory
yo this lobby mid smh idc?,Not Predatory
yo hop on vc 😭 lowk??,Not Predatory
yo gimme ur snap lmao idc??,Predatory
nobody gotta kno ong asap??,Predatory
stay quiet abt this lowk??,Predatory
dont ask why smh tho!,Predatory
anyone tryna play fr ngl!!,Not Predatory
who hosting rn tbh??,Not Predatory
this lobby sweaty af 💀 rn??,Not Predatory
this lobby sweaty af lol highk??,Not Predatory
stay quiet abt this 😂 tho?,Predatory
u see that update asap,Not Predatory
dont tell ur friends 💀 tbh,Predatory
this lobby sweaty af 💀??,Not Predatory
lol that meme killed me smh later?,Not Predatory
nah i’m off rn 😭 tho??,Not Predatory
i won’t snitch dw 😂 idc!,Predatory
u see that update lol idc?,Not Predatory
yo lets squad lmao highk...,Not Predatory
switch to insta bro,Predatory
keep this btwn us lmao!,Predatory
yo hop on vc fr tho?,Not Predatory
parents wont find out asap...,Predatory
bro that clutch insane bro,Not Predatory
switch to insta bro asap...,Predatory
hide this convo 😭 idc?,Predatory
yo check discord 😭 rn!,Not Predatory
fr that update trash smh asap!!,Not Predatory
come thru tmrw lol idc,Predatory
lowk that was fire 😂,Not Predatory
anyone tryna play bro tbh??,Not Predatory
lol that meme killed me lmao highk,Not Predatory
this team stacked smh lowk??,Not Predatory
lmfao u trash ong rn?,Not Predatory
keep this btwn us asap!,Predatory
nah i cant today fr lowk...,Not Predatory
act normal in chat fr idc??,Predatory
stay quiet abt this lol later...,Predatory
bruh stop camping 😂 tbh?,Not Predatory
parents wont find out 💀 tbh??,Predatory
yo drop ur ign fr lowk??,Not Predatory
we gotta keep quiet 💀 later,Predatory
nah i’m off rn bro tbh!!,Not Predatory
lmfao u trash ong tho?,Not Predatory
send me dm rn tho?,Predatory
nah im broke rn 😭 lowk??,Not Predatory
ill keep it secret ong lowk...,Predatory
nah i’m off rn lmao ngl...,Not Predatory
its chill trust lmao later??,Predatory
send me dm rn bro tho??,Predatory
nah game bugged ong rn?,Not Predatory
lowk need food 😂 tbh??,Not Predatory
just us two lol tho?,Predatory
this wifi trash ong rn!,Not Predatory
promise i won’t tell later!,Predatory
u see that update 💀 idc!!,Not Predatory
delete these msgs after ong rn!,Predatory
nah i gotta dip 💀 lowk!!,Not Predatory
nah im tired 😂 later...,Not Predatory
bruh u always late 😭 idc?,Not Predatory
yo check discord 😭 tho!!,Not Predatory
ill keep it secret 😭 asap!,Predatory
parents wont find out bro idc?,Predatory
